ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0070344116,"Will Rogers, his life and times, (An American heritage biography)",Richard M Ketchum,1973,American Heritage Pub. Co.; distribution by McGraw-Hill,http://images.amazon.com/images/P/0070344116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070344116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070344116.01.LZZZZZZZ.jpg
0553057030,Education of a Wandering Man,Louis L'Amour,1989,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553057030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553057030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553057030.01.LZZZZZZZ.jpg
0446394599,Lincoln on Leadership : Executive Strategies for Tough Times,Donald T. Phillips,1993,Warner Books,http://images.amazon.com/images/P/0446394599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394599.01.LZZZZZZZ.jpg
0553382241,Pushing 30,WHITNEY GASKELL,2003,Bantam,http://images.amazon.com/images/P/0553382241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553382241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553382241.01.LZZZZZZZ.jpg
0805013814,"How to Succeed on Your Own: Overcoming the Emotional Roadblocks on the Way from Corporation to Cottage, from Employee to Entrepreneur (The National)",Karin Abarbanel,1994,Henry Holt &amp; Co,http://images.amazon.com/images/P/0805013814.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805013814.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805013814.01.LZZZZZZZ.jpg
0156003686,The Reader's Companion to Alaska,Alan Ryan,1997,Harcourt,http://images.amazon.com/images/P/0156003686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156003686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156003686.01.LZZZZZZZ.jpg
0764228323,"Love Comes Softly (Oke, Janette, Love Comes Softly Series, Bk. 1,)",Janette Oke,2003,Bethany House Publishers,http://images.amazon.com/images/P/0764228323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764228323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764228323.01.LZZZZZZZ.jpg
0312058128,The Americans Are Coming!,Alex Beam,1991,St Martins Pr,http://images.amazon.com/images/P/0312058128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312058128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312058128.01.LZZZZZZZ.jpg
0061051446,House Broken: How I Remodeled My Home for Just Under Three Times the Original Bid,Richard Karn,1999,HarperEntertainment,http://images.amazon.com/images/P/0061051446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061051446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061051446.01.LZZZZZZZ.jpg
0440168481,Partners in Crime,Agatha Christie,1971,Bantam Books (Mm),http://images.amazon.com/images/P/0440168481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440168481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440168481.01.LZZZZZZZ.jpg
051509952X,War Ship,Charles D. Taylor,1990,Jove Books,http://images.amazon.com/images/P/051509952X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051509952X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051509952X.01.LZZZZZZZ.jpg
0446302848,Hemingway's Notebook,Bill Granger,1986,Warner Books,http://images.amazon.com/images/P/0446302848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446302848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446302848.01.LZZZZZZZ.jpg
055326897X,Mists over Mosley (Murder Most British),John Greenwood,1987,Bantam Books,http://images.amazon.com/images/P/055326897X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055326897X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055326897X.01.LZZZZZZZ.jpg
0451516737,Adventures of Huckleberry Finn,Mark Twain,1959,Signet Book,http://images.amazon.com/images/P/0451516737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451516737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451516737.01.LZZZZZZZ.jpg
0451517555,Uncle Tom's Cabin,Harriet Beecher Stowe,1981,Signet Book,http://images.amazon.com/images/P/0451517555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451517555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451517555.01.LZZZZZZZ.jpg
0451628152,With Malice Toward None: The Life of Abraham Lincoln,Stephen B. Oates,1984,New Amer Library (Mm),http://images.amazon.com/images/P/0451628152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451628152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451628152.01.LZZZZZZZ.jpg
0440226376,The Dog Who Knew Too Much: A Rachel Alexander and Dash Mystery (Rachel Alexander &amp; Dash Mysteries (Paperback)),Carol Lea Benjamin,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440226376.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226376.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226376.01.LZZZZZZZ.jpg
0345339282,Starburst,Fredrick Pohl,1995,Del Rey Books,http://images.amazon.com/images/P/0345339282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339282.01.LZZZZZZZ.jpg
0812568583,The Cassini Division,Ken MacLeod,2000,Tor Books,http://images.amazon.com/images/P/0812568583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812568583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812568583.01.LZZZZZZZ.jpg
0020427212,The Pool of Fire,John Christopher,1988,Simon Pulse,http://images.amazon.com/images/P/0020427212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020427212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020427212.01.LZZZZZZZ.jpg
0385502273,Taking Care of eBusiness,Thomas M. Siebel,2001,Doubleday Books,http://images.amazon.com/images/P/0385502273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502273.01.LZZZZZZZ.jpg
0812501047,The Ring,Piers Anthony,1989,Tor Books,http://images.amazon.com/images/P/0812501047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812501047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812501047.01.LZZZZZZZ.jpg
0066209889,Kinky Friedman's Guide to Texas Etiquette: Or How to Get to Heaven or Hell Without Going Through Dallas-Fort Worth,Kinky Friedman,2001,William Morrow &amp; Company,http://images.amazon.com/images/P/0066209889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066209889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066209889.01.LZZZZZZZ.jpg
0553272128,Shrine of the Desert Mage (Parsina Saga #1),Stephen Goldin,1988,Spectra Books,http://images.amazon.com/images/P/0553272128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272128.01.LZZZZZZZ.jpg
0425166864,The Interview Rehearsal Book: 7 Steps to Job-Winning Interviews Using Acting Skills You Never Knew You Had,Deb Gottesman,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425166864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425166864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425166864.01.LZZZZZZZ.jpg
0892966823,Occam's Razor,Archer Mayor,1999,Mysterious Press,http://images.amazon.com/images/P/0892966823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892966823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892966823.01.LZZZZZZZ.jpg
0312826842,The Two Farms,Mary Emily Pearce,1986,Bookthrift Co,http://images.amazon.com/images/P/0312826842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312826842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312826842.01.LZZZZZZZ.jpg
0140085076,The Girl in Blue,P. G. Wodehouse,1997,Penguin Books,http://images.amazon.com/images/P/0140085076.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140085076.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140085076.01.LZZZZZZZ.jpg
0061004693,Riders of the Purple Sage,Zane Grey,1992,HarperCollins Publishers,http://images.amazon.com/images/P/0061004693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061004693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061004693.01.LZZZZZZZ.jpg
1558743367,"Mentors, Masters and Mrs. Macgregor: Stories of Teachers Making a Difference",Jane Bluestein,1995,Health Communications,http://images.amazon.com/images/P/1558743367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743367.01.LZZZZZZZ.jpg
1878702343,Diamond on Ice (Kismet),Lacey Dancer,1991,Meteor Publishing Corporation,http://images.amazon.com/images/P/1878702343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878702343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878702343.01.LZZZZZZZ.jpg
089296667X,The Dog Who Bit a Policeman (Inspector Rostnikov Mysteries),Stuart M. Kaminsky,1998,Mysterious Press,http://images.amazon.com/images/P/089296667X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089296667X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089296667X.01.LZZZZZZZ.jpg
0316591564,The Oldest Rookie: Big-League Dreams from a Small-Town Guy,Jim Morris,2001,Little Brown and Company,http://images.amazon.com/images/P/0316591564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316591564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316591564.01.LZZZZZZZ.jpg
007016357X,Best Answers to the 201 Most Frequently Asked Interview Questions,Matthew J. DeLuca,1996,McGraw-Hill Trade,http://images.amazon.com/images/P/007016357X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/007016357X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/007016357X.01.LZZZZZZZ.jpg
0812544684,Waltzing in Ragtime,Eileen Charbonneau,1997,Forge,http://images.amazon.com/images/P/0812544684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812544684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812544684.01.LZZZZZZZ.jpg
1559723955,The Critical 14 Years of Your Professional Life,Robert L. Dilenschneider,1997,Birch Lane Press,http://images.amazon.com/images/P/1559723955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559723955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559723955.01.LZZZZZZZ.jpg
0820315605,The Withering Child,John A. Gould,1993,Univ of Georgia Pr,http://images.amazon.com/images/P/0820315605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0820315605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0820315605.01.LZZZZZZZ.jpg
B000078UH8,The Hearing,John T. Lescroart,2001,E P Dutton,http://images.amazon.com/images/P/B000078UH8.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B000078UH8.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B000078UH8.01.LZZZZZZZ.jpg
0003235173,Collins Study and Revision Guides: Instant Revision - GCSE Geography (Collins Study &amp; Revision Guides),Nicholas Rowles,1999,Collins,http://images.amazon.com/images/P/0003235173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0003235173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0003235173.01.LZZZZZZZ.jpg
1857883020,NLP at Work: The Difference That Makes a Difference in Business,Sue Knight,2002,Nicholas Brealey Publishing,http://images.amazon.com/images/P/1857883020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857883020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857883020.01.LZZZZZZZ.jpg
0062513117,"Chasing Grace: Reflections of a Catholic Girl, Grown Up",Martha Manning,1996,Harpercollins,http://images.amazon.com/images/P/0062513117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062513117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062513117.01.LZZZZZZZ.jpg
0330342134,Chasing Redbird,Sharon Creech,1997,MacMillan Publishing Company.,http://images.amazon.com/images/P/0330342134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330342134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330342134.01.LZZZZZZZ.jpg
0385497059,Leap into Darkness: Seven Years on the Run in Wartime Europe,Leo Bretholz,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385497059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497059.01.LZZZZZZZ.jpg
0451169867,Playing the Dozens,William D. Pease,1994,Signet Book,http://images.amazon.com/images/P/0451169867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169867.01.LZZZZZZZ.jpg
0970238347,Musical Chairs,Kinky Friedman,2000,"Vandam Press, Inc.",http://images.amazon.com/images/P/0970238347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0970238347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0970238347.01.LZZZZZZZ.jpg
3442423724,Die letzte VerschwÃ?Â¶rung. Roman.,Sidney Sheldon,1993,Goldmann,http://images.amazon.com/images/P/3442423724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442423724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442423724.01.LZZZZZZZ.jpg
0679456988,Sunnyvale: The Rise and Fall of a Silicon Valley Family,Jeff Goodell,2000,Villard Books,http://images.amazon.com/images/P/0679456988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679456988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679456988.01.LZZZZZZZ.jpg
0670822523,Men of Zeal: A Candid Inside Story of the Iran-Contra Hearings,William S. Cohen,1988,Penguin USA,http://images.amazon.com/images/P/0670822523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670822523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670822523.01.LZZZZZZZ.jpg
0595124844,Journey Of The Mask,Nancy Hill Pettengill,2000,Writers Club Press,http://images.amazon.com/images/P/0595124844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595124844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595124844.01.LZZZZZZZ.jpg
0192753053,Starseeker,Tim Bowler,2003,Oxford University Press,http://images.amazon.com/images/P/0192753053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192753053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192753053.01.LZZZZZZZ.jpg
3442455901,Soloalbum. Das Buch zum Film.,Benjamin von Stuckrad-Barre,2003,Goldmann,http://images.amazon.com/images/P/3442455901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442455901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442455901.01.LZZZZZZZ.jpg
0757300073,Chicken Soup for the Soul of America : Stories to Heal the Heart of Our Nation (Chicken Soup for the Soul (Hardcover Health Communications)),Jack Canfield,2002,Health Communications,http://images.amazon.com/images/P/0757300073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0757300073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0757300073.01.LZZZZZZZ.jpg
0374224129,The Obstacle Race,Germaine Greer,1982,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374224129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374224129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374224129.01.LZZZZZZZ.jpg
0691085722,"Of Time, Passion, and Knowledge: Reflections on the Strategy of Existence",J.T. Fraser,1990,Princeton University Press,http://images.amazon.com/images/P/0691085722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0691085722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0691085722.01.LZZZZZZZ.jpg
3430131685,Management by Love. Mehr Erfolg durch Menschlichkeit.,Gerd Gerken,1990,Econ,http://images.amazon.com/images/P/3430131685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3430131685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3430131685.01.LZZZZZZZ.jpg
8807015633,Tre cavalli (I narratori/Feltrinelli),Erri De Luca,1999,Feltrinelli,http://images.amazon.com/images/P/8807015633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807015633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807015633.01.LZZZZZZZ.jpg
3760718779,"Vom GlÃ?Â¼ck, Zeit zu haben. Das Buch vom GlÃ?Â¼ck.",Chao-Hsiu Chen,2001,Ars Edition,http://images.amazon.com/images/P/3760718779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3760718779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3760718779.01.LZZZZZZZ.jpg
097033558X,The New Sins,David Byrne,2001,McSweeney's Books,http://images.amazon.com/images/P/097033558X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/097033558X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/097033558X.01.LZZZZZZZ.jpg
0226644308,Into Africa: With a New Postscript,Craig Packer,1996,University of Chicago Press,http://images.amazon.com/images/P/0226644308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226644308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226644308.01.LZZZZZZZ.jpg
1594480060,Woe Is I,Patricia T. O'Conner,2004,Riverhead Books,http://images.amazon.com/images/P/1594480060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1594480060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1594480060.01.LZZZZZZZ.jpg
039331765X,Mama Black Widow (Old School Books),Iceberg Slim,1998,Old School Books,http://images.amazon.com/images/P/039331765X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039331765X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039331765X.01.LZZZZZZZ.jpg
0394759877,Angels (Vintage Contemporaries),Denis Johnson,1989,Vintage Books USA,http://images.amazon.com/images/P/0394759877.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394759877.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394759877.01.LZZZZZZZ.jpg
0375709665,Sibley's Birding Basics,David Sibley,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375709665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375709665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375709665.01.LZZZZZZZ.jpg
0330486888,"Banvard's Folly: Tales of Reknowned Obscurity, Famous Anonymity and Rotten Luck",Paul Collins,2001,Pan Macmillan,http://images.amazon.com/images/P/0330486888.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330486888.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330486888.01.LZZZZZZZ.jpg
0151047723,All the King's Men,Robert Penn Warren,1990,Harcourt,http://images.amazon.com/images/P/0151047723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151047723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151047723.01.LZZZZZZZ.jpg
013316456X,A field guide to personal computers for bird watchers and other naturalists (PHalarope books),Edward M Mair,1985,Prentice-Hall,http://images.amazon.com/images/P/013316456X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/013316456X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/013316456X.01.LZZZZZZZ.jpg
0679450394,The Voyage,Philip Caputo,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0679450394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450394.01.LZZZZZZZ.jpg
006019233X,Spiderweb,Penelope Lively,1999,HarperCollins Publishers,http://images.amazon.com/images/P/006019233X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019233X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019233X.01.LZZZZZZZ.jpg
0967266408,Zu True: An Urban Adventure,"David A., Jr. Rich",1999,LazerBooks,http://images.amazon.com/images/P/0967266408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967266408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967266408.01.LZZZZZZZ.jpg
0374115346,Bonfire of the Vanities,Tom Wolfe,1990,Farrar Straus Giroux,http://images.amazon.com/images/P/0374115346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374115346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374115346.01.LZZZZZZZ.jpg
0156027097,The Ordinary White Boy,Brock Clarke,2002,Harvest Books,http://images.amazon.com/images/P/0156027097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027097.01.LZZZZZZZ.jpg
0821732951,A Time for Love,Constance O'Day-Flannery,1994,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/0821732951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821732951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821732951.01.LZZZZZZZ.jpg
1567186106,Fortune in a Coffee Cup: Divination With Coffee Grounds,Sophia,1999,Llewellyn Pubns,http://images.amazon.com/images/P/1567186106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567186106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567186106.01.LZZZZZZZ.jpg
0312198248,The Age of Terror,David Plante,1999,St Martins Pr,http://images.amazon.com/images/P/0312198248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312198248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312198248.01.LZZZZZZZ.jpg
0743223055,The Gospel According to Gracey : A Novel,Suzanne Kingsbury,2003,Scribner,http://images.amazon.com/images/P/0743223055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743223055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743223055.01.LZZZZZZZ.jpg
0747245614,By Firelight,Edith Pargeter,1994,Trafalgar Square Publishing,http://images.amazon.com/images/P/0747245614.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747245614.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747245614.01.LZZZZZZZ.jpg
0375713115,Bushwhacked : Life in George W. Bush's America (Vintage),MOLLY IVINS,2004,Vintage,http://images.amazon.com/images/P/0375713115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375713115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375713115.01.LZZZZZZZ.jpg
0670824402,Leader of the Band,Fay Weldon,1989,Penguin USA,http://images.amazon.com/images/P/0670824402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670824402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670824402.01.LZZZZZZZ.jpg
0670032352,Parasites Like Us: A Novel,Adam Johnson,2003,Viking Books,http://images.amazon.com/images/P/0670032352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032352.01.LZZZZZZZ.jpg
0816737053,Garfield's Christmas Tales,Mark Acey,1995,Troll Communications,http://images.amazon.com/images/P/0816737053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816737053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816737053.01.LZZZZZZZ.jpg
0413512908,Jolly Marsupial: Down Under and Other Scenes,Jilly Cooper,1982,Methuen Publishing Ltd,http://images.amazon.com/images/P/0413512908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0413512908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0413512908.01.LZZZZZZZ.jpg
0871131994,The Ginger Man,J.P. Donleavy,1988,Pub Group West,http://images.amazon.com/images/P/0871131994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871131994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871131994.01.LZZZZZZZ.jpg
0816723672,Matchlock Gun,Walter D. Edmonds,1991,Troll Communications,http://images.amazon.com/images/P/0816723672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816723672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816723672.01.LZZZZZZZ.jpg
0804111235,Will of Their Own,Susan Richards Shreve,1994,Ivy Books,http://images.amazon.com/images/P/0804111235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111235.01.LZZZZZZZ.jpg
0380807041,The Body Is Water,Julie Schumacher,1999,Quill,http://images.amazon.com/images/P/0380807041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807041.01.LZZZZZZZ.jpg
0747527377,Big as Life: Stories About Men,Rand Richards Cooper,1996,Bloomsbury Publishing Plc,http://images.amazon.com/images/P/0747527377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747527377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747527377.01.LZZZZZZZ.jpg
0671674986,"WIN PLACE OR DIE (NANCY DREW FILES 46) : WIN PLACE OR DIE (Nancy Drew Files, Case 46)",Carolyn Keene,1990,Simon Pulse,http://images.amazon.com/images/P/0671674986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671674986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671674986.01.LZZZZZZZ.jpg
0385474342,Blacker Than a Thousand Midnights,Susan Straight,1995,Anchor,http://images.amazon.com/images/P/0385474342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474342.01.LZZZZZZZ.jpg
1852423447,The Junky's Christmas: And Other Stories,Elisa Segrave,1994,Serpent's Tail,http://images.amazon.com/images/P/1852423447.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1852423447.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1852423447.01.LZZZZZZZ.jpg
0316115487,"Arthur and the Scare-Your-Pants-Off-Club : A Marc Brown Arthur Chapter Book #2 (Arthur Adventures Series , No 2)",Marc Brown,1998,"Little, Brown",http://images.amazon.com/images/P/0316115487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316115487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316115487.01.LZZZZZZZ.jpg
0006165109,The Eighteenth Fontana Book of Great Ghost Stories,R. Chetwynd-Hayes,1982,HarperCollins Publishers,http://images.amazon.com/images/P/0006165109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0006165109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0006165109.01.LZZZZZZZ.jpg
0415965713,Songs in the Key of Black Life: A Rhythm and Blues Nation,Mark Anthony Neal,2003,Routledge,http://images.amazon.com/images/P/0415965713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0415965713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0415965713.01.LZZZZZZZ.jpg
0375409122,A Big Life in Advertising,MARY WELLS LAWRENCE,2002,Knopf,http://images.amazon.com/images/P/0375409122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375409122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375409122.01.LZZZZZZZ.jpg
